hierarchy	system	code	fsn	version	preferred	acceptable	orphanet_map
disorder	http://snomed.info/sct	SNOMEDCT:725030006	Familial scaphocephaly syndrome McGillivray type (disorder)	20240301	Familial scaphocephaly syndrome McGillivray type	Scaphocephaly, macrocephaly, maxillary retrusion, intellectual disability syndrome	ORPHA:168624
disorder	http://snomed.info/sct	SNOMEDCT:725031005	Familial primary hypomagnesemia with normocalciuria and normocalcemia (disorder)	20240301	Familial primary hypomagnesaemia with normocalciuria and normocalcemia	FPHNN - familial primary hypomagnesaemia with normocalciuria and normocalcemia	ORPHA:34527
disorder	http://snomed.info/sct	SNOMEDCT:725033008	Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis without severe ocular involvement (disorder)	20240301	Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis without severe ocular involvement	Renal hypomagnesaemia type 3	ORPHA:31043
disorder	http://snomed.info/sct	SNOMEDCT:725034002	Familial platelet syndrome with predisposition to acute myelogenous leukemia (disorder)	20240301	Familial platelet syndrome with predisposition to acute myelogenous leukaemia	Familial platelet disorder with associated myeloid malignancy	ORPHA:71290
disorder	http://snomed.info/sct	SNOMEDCT:725035001	Familial partial lipodystrophy Kobberling type (disorder)	20240301	Familial partial lipodystrophy Kobberling type	Familial partial lipodystrophy type 1	ORPHA:79084
disorder	http://snomed.info/sct	SNOMEDCT:725036000	Familial isolated hypoparathyroidism (disorder)	20240301	Familial isolated hypoparathyroidism		ORPHA:2238
disorder	http://snomed.info/sct	SNOMEDCT:725042001	Autosomal recessive limb girdle muscular dystrophy type 2J (disorder)	20240301	Autosomal recessive limb girdle muscular dystrophy type 2J	Limb-girdle muscular dystrophy 2J titin gene mutation	ORPHA:140922
disorder	http://snomed.info/sct	SNOMEDCT:725043006	Autosomal recessive limb girdle muscular dystrophy type 2O (disorder)	20240301	Autosomal recessive limb girdle muscular dystrophy type 2O	Limb-girdle muscular dystrophy 2O POMGNT1 gene mutation	ORPHA:206564
disorder	http://snomed.info/sct	SNOMEDCT:725044000	Carbohydrate deficient glycoprotein syndrome type 1o (disorder)	20240301	Carbohydrate deficient glycoprotein syndrome type 1o	Congenital disorder of glycosylation type 1o	ORPHA:263494
disorder	http://snomed.info/sct	SNOMEDCT:725045004	46,XY partial gonadal dysgenesis (disorder)	20240301	46,XY partial gonadal dysgenesis		ORPHA:251510
disorder	http://snomed.info/sct	SNOMEDCT:725046003	Mitochondrial complex I deficiency due to deficiency of acyl-coenzyme A dehydrogenase 9 (disorder)	20240301	Acyl-CoA dehydrogenase 9 deficiency	Mitochondrial complex I deficiency due to deficiency of acyl-coenzyme A dehydrogenase 9	ORPHA:99901
disorder	http://snomed.info/sct	SNOMEDCT:725047007	Autosomal recessive Charcot-Marie-Tooth disease with hoarseness (disorder)	20240301	Autosomal recessive Charcot-Marie-Tooth disease with hoarseness	Autosomal recessive axonal Charcot-Marie-Tooth disease type 2K	ORPHA:101097
disorder	http://snomed.info/sct	SNOMEDCT:725048002	Charcot-Marie-Tooth disease type 2B1 (disorder)	20240301	Charcot-Marie-Tooth disease type 2B1	Autosomal recessive Charcot-Marie-Tooth disease type 2B1	ORPHA:98856
disorder	http://snomed.info/sct	SNOMEDCT:725049005	Aggressive fibromatosis (disorder)	20240301	Aggressive fibromatosis	Desmoid type fibromatosis	ORPHA:873
disorder	http://snomed.info/sct	SNOMEDCT:725050005	Autosomal dominant osteopetrosis type 2 (disorder)	20240301	Autosomal dominant osteopetrosis type 2	Albers Schonberg osteopetrosis	ORPHA:53
disorder	http://snomed.info/sct	SNOMEDCT:725058003	Short-lasting unilateral neuralgiform headache attacks with conjunctival injection and tearing syndrome (disorder)	20240301	Short-lasting unilateral neuralgiform headache attacks with conjunctival injection and tearing syndrome	SUNCT (short-lasting unilateral neuralgiform headache attacks with conjunctival injection and tearing) syndrome	ORPHA:57145
disorder	http://snomed.info/sct	SNOMEDCT:725078006	Congenital disorder of glycosylation type 1e (disorder)	20240301	Congenital disorder of glycosylation type 1e	Carbohydrate deficient glycoprotein syndrome type Ie	ORPHA:79322
disorder	http://snomed.info/sct	SNOMEDCT:725079003	Congenital disorder of glycosylation type 1j (disorder)	20240301	Congenital disorder of glycosylation type 1j	DPAGT1-CDG - dolichyl-phosphate n-acetylglucosamine phosphotransferase congenital disorder of glycosylation	ORPHA:86309
disorder	http://snomed.info/sct	SNOMEDCT:725096002	Cryptomicrotia brachydactyly syndrome (disorder)	20240301	Cryptomicrotia brachydactyly syndrome	Tonoki Ohura Niikawa syndrome	ORPHA:1547
disorder	http://snomed.info/sct	SNOMEDCT:725097006	Crisponi syndrome (disorder)	20240301	Crisponi syndrome		ORPHA:1545
disorder	http://snomed.info/sct	SNOMEDCT:725098001	Craniomicromelic syndrome (disorder)	20240301	Craniomicromelic syndrome		ORPHA:1524
disorder	http://snomed.info/sct	SNOMEDCT:725099009	Craniometadiaphyseal dysplasia wormian bone type (disorder)	20240301	Craniometadiaphyseal dysplasia wormian bone type		ORPHA:85184
disorder	http://snomed.info/sct	SNOMEDCT:725100001	Craniolenticulosutural dysplasia (disorder)	20240301	Craniolenticulosutural dysplasia	Boyadjiev Jabs syndrome	ORPHA:50814
disorder	http://snomed.info/sct	SNOMEDCT:725101002	Congenital short costocoracoid ligament (disorder)	20240301	Congenital short costocoracoid ligament	Congenitally short costocoracoid ligament	ORPHA:2391
disorder	http://snomed.info/sct	SNOMEDCT:725104005	Cheirospondyloenchondromatosis (disorder)	20240301	Cheirospondyloenchondromatosis	Generalised enchondromatosis with platyspondyly	ORPHA:99647
disorder	http://snomed.info/sct	SNOMEDCT:725105006	Bleeding disorder due to deficiency of calcium and diacylglycerol-regulated guanine nucleotide exchange factor I (disorder)	20240301	Bleeding disorder due to calcium and DAG-regulated guanine exchange factor-1 deficiency	Bleeding disorder due to deficiency of calcium and diacylglycerol-regulated guanine nucleotide exchange factor I	ORPHA:420566
disorder	http://snomed.info/sct	SNOMEDCT:725135004	Combined immunodeficiency due to CD3gamma deficiency (disorder)	20240301	Combined immunodeficiency due to CD3gamma deficiency	Combined immunodeficiency due to CD3-gamma deficiency	ORPHA:169082
disorder	http://snomed.info/sct	SNOMEDCT:725136003	Immunodeficiency by defective expression of human leukocyte antigen class 1 (disorder)	20240301	Immunodeficiency by defective expression of human leukocyte antigen class 1	Bare lymphocyte syndrome type I	ORPHA:34592
disorder	http://snomed.info/sct	SNOMEDCT:725137007	Neutropenia, monocytopenia, deafness syndrome (disorder)	20240301	Neutropenia, monocytopenia, deafness syndrome		ORPHA:2690
disorder	http://snomed.info/sct	SNOMEDCT:725138002	Perineal hemangioma, external genitalia malformation, lipomyelomeningocele, vesicorenal abnormality, imperforate anus syndrome (disorder)	20240301	PELVIS syndrome	Perineal haemangioma, external genitalia malformation, lipomyelomeningocele, vesicorenal abnormality, imperforate anus syndrome	ORPHA:83628
disorder	http://snomed.info/sct	SNOMEDCT:725139005	Spastic paraplegia, optic atrophy, neuropathy syndrome (disorder)	20240301	Spastic paraplegia, optic atrophy, neuropathy syndrome	SPOAN (spastic paraplegia, optic atrophy, neuropathy) syndrome	ORPHA:320406
disorder	http://snomed.info/sct	SNOMEDCT:725140007	Temple Baraitser syndrome (disorder)	20240301	Temple Baraitser syndrome	Severe intellectual disability, hypoplasia of thumb and hallux syndrome	ORPHA:420561
disorder	http://snomed.info/sct	SNOMEDCT:725141006	Atelosteogenesis type 1 (disorder)	20240301	Atelosteogenesis type 1	Giant cell chondrodysplasia	ORPHA:1190
disorder	http://snomed.info/sct	SNOMEDCT:725142004	Atelosteogenesis type 3 (disorder)	20240301	Atelosteogenesis type 3	Atelosteogenesis type III	ORPHA:56305
disorder	http://snomed.info/sct	SNOMEDCT:725145002	Atrial septal defect, atrioventricular conduction defect syndrome (disorder)	20240301	Atrial septal defect, atrioventricular conduction defect syndrome		ORPHA:1479
disorder	http://snomed.info/sct	SNOMEDCT:725146001	Atypical juvenile parkinsonism (disorder)	20240301	Atypical juvenile parkinsonism		ORPHA:391411
disorder	http://snomed.info/sct	SNOMEDCT:725148000	Atypical lichen myxedematosus (disorder)	20240301	Atypical lichen myxedematosus	Intermediate lichen myxoedematosus	ORPHA:86797
disorder	http://snomed.info/sct	SNOMEDCT:725149008	Auricular abnormality, cleft lip, ocular abnormality syndrome (disorder)	20240301	Auricular abnormality, cleft lip, ocular abnormality syndrome		ORPHA:77300
disorder	http://snomed.info/sct	SNOMEDCT:725150008	Autosomal dominant mendelian susceptibility to mycobacterial disease due to partial interferon gamma receptor 1 deficiency (disorder)	20240301	Autosomal dominant mendelian susceptibility to mycobacterial disease due to partial interferon gamma receptor 1 deficiency	Autosomal dominant mendelian susceptibility to mycobacterial disease due to partial IFNgammaR1 deficiency	ORPHA:319581
disorder	http://snomed.info/sct	SNOMEDCT:725151007	Autosomal dominant mendelian susceptibility to mycobacterial disease due to partial interferon gamma receptor 2 deficiency (disorder)	20240301	Autosomal dominant mendelian susceptibility to mycobacterial disease due to partial interferon gamma receptor 2 deficiency	Autosomal dominant mendelian susceptibility to mycobacterial disease due to partial IFNgammaR2 deficiency	ORPHA:319589
disorder	http://snomed.info/sct	SNOMEDCT:725157006	Acquired purpura fulminans (disorder)	20240301	Acquired purpura fulminans		ORPHA:49566
disorder	http://snomed.info/sct	SNOMEDCT:725163002	X-linked spasticity, intellectual disability, epilepsy syndrome (disorder)	20240301	X-linked spasticity, intellectual disability, epilepsy syndrome		ORPHA:3175
disorder	http://snomed.info/sct	SNOMEDCT:725164008	Omodysplasia (disorder)	20240301	Omodysplasia		ORPHA:2733
disorder	http://snomed.info/sct	SNOMEDCT:725165009	Autosomal dominant omodysplasia (disorder)	20240301	Autosomal dominant omodysplasia	Omodysplasia 2	ORPHA:93328
disorder	http://snomed.info/sct	SNOMEDCT:725166005	Autosomal recessive omodysplasia (disorder)	20240301	Autosomal recessive omodysplasia	Omodysplasia 1	ORPHA:93329
disorder	http://snomed.info/sct	SNOMEDCT:725167001	Neuroendocrine neoplasm of appendix (disorder)	20240301	Neuroendocrine neoplasm of appendix		ORPHA:100079
disorder	http://snomed.info/sct	SNOMEDCT:725168006	Aland Islands eye disease (disorder)	20240301	Aland Islands eye disease	Forsius Eriksson type ocular albinism	ORPHA:178333
disorder	http://snomed.info/sct	SNOMEDCT:725286002	Deficiency of 3-hydroxy-3-methylglutaryl-coenzyme A synthase (disorder)	20240301	3-hydroxy-3-methylglutaryl-coenzyme A synthase deficiency	3-hydroxy-3-methylglutaryl-CoA synthase deficiency	ORPHA:35701
disorder	http://snomed.info/sct	SNOMEDCT:725287006	Embryopathy caused by retinoid (disorder)	20240301	Retinoid embryopathy	Embryopathy caused by retinoid	ORPHA:40366
disorder	http://snomed.info/sct	SNOMEDCT:725289009	5-amino-4-imidazole carboxamide ribosiduria (disorder)	20240301	5-amino-4-imidazole carboxamide ribosiduria	AICA (5-amino-4-imidazole carboxamide) ribosiduria	ORPHA:250977
disorder	http://snomed.info/sct	SNOMEDCT:725290000	Combined immunodeficiency due to partial recombination-activating gene 1 deficiency (disorder)	20240301	Combined immunodeficiency due to partial RAG1 deficiency	Combined immunodeficiency with expansion of gamma delta T cell	ORPHA:231154
disorder	http://snomed.info/sct	SNOMEDCT:725291001	Defect of purinergic receptor p2y G protein-coupled 12 (disorder)	20240301	Defect of purinergic receptor p2y G protein-coupled 12	P2Y12 defect	ORPHA:36355
disorder	http://snomed.info/sct	SNOMEDCT:725295005	Familial male-limited precocious puberty (disorder)	20240301	Familial male-limited precocious puberty	Male-limited precocious puberty	ORPHA:3000
disorder	http://snomed.info/sct	SNOMEDCT:725296006	Mucolipidosis type IV (disorder)	20240301	Mucolipidosis type IV		ORPHA:578
8;16	http://snomed.info/sct	SNOMEDCT:725390002	Acute myeloid leukemia with t(8;16)(p11;p13) translocation (disorder)	20240301	Acute myeloid leukemia with t(8;16)(p11;p13) translocation		ORPHA:370026
disorder	http://snomed.info/sct	SNOMEDCT:725392005	Autosomal dominant striatal neurodegeneration (disorder)	20240301	Autosomal dominant striatal neurodegeneration	ADSD - autosomal dominant striatal neurodegeneration	ORPHA:228169
disorder	http://snomed.info/sct	SNOMEDCT:725393000	Autosomal dominant primary hypomagnesemia with hypocalciuria (disorder)	20240301	Autosomal dominant primary hypomagnesaemia with hypocalciuria	Isolated renal magnesium wasting	ORPHA:34528
disorder	http://snomed.info/sct	SNOMEDCT:725394006	Autosomal recessive ataxia due to ubiquinone deficiency (disorder)	20240301	Autosomal recessive ataxia due to ubiquinone deficiency	ARCA2 - autosomal recessive cerebellar ataxia type 2	ORPHA:139485
disorder	http://snomed.info/sct	SNOMEDCT:725407006	Recessive dystrophic epidermolysis bullosa non-Hallopeau Siemens type (disorder)	20240301	Recessive dystrophic epidermolysis bullosa non-Hallopeau Siemens type	RDEB-O - recessive dystrophic epidermolysis bullosa-generalised other	ORPHA:89842
disorder	http://snomed.info/sct	SNOMEDCT:725408001	Autosomal recessive cerebellar ataxia with oculomotor apraxia type 2 (disorder)	20240301	Autosomal recessive cerebellar ataxia with oculomotor apraxia type 2	AOA2 - ataxia oculomotor apraxia type 2	ORPHA:64753
disorder	http://snomed.info/sct	SNOMEDCT:725409009	Polydactyly of biphalangeal thumb (disorder)	20240301	Polydactyly of biphalangeal thumb	PPD1 - preaxial polydactyly type 1	ORPHA:93339
disorder	http://snomed.info/sct	SNOMEDCT:725411000	Familial Scheuermann disease (disorder)	20240301	Familial Scheuermann disease	Familial Scheuermann juvenile kyphosis	ORPHA:3135
disorder	http://snomed.info/sct	SNOMEDCT:725413002	Febrile infection related epilepsy syndrome (disorder)	20240301	Febrile infection related epilepsy syndrome	Acute encephalitis with refractory repetitive partial seizures	ORPHA:163703
disorder	http://snomed.info/sct	SNOMEDCT:725415009	House allergic alveolitis (disorder)	20240301	House allergic alveolitis		ORPHA:99907
disorder	http://snomed.info/sct	SNOMEDCT:725416005	Cardiomyopathy due to cirrhosis of liver (disorder)	20240301	Cirrhotic cardiomyopathy	Cardiomyopathy due to cirrhosis of liver	ORPHA:57777
disorder	http://snomed.info/sct	SNOMEDCT:725417001	Carbohydrate sulfotransferase 3 related skeletal dysplasia (disorder)	20240301	CHST3-related skeletal dysplasia	Spondyloepiphyseal dysplasia with congenital joint dyslocations CHST3 type	ORPHA:263463
disorder	http://snomed.info/sct	SNOMEDCT:725420009	Congenital muscular dystrophy Paradas type (disorder)	20240301	Congenital muscular dystrophy Paradas type	Congenital myopathy Paradas type	ORPHA:199329
disorder	http://snomed.info/sct	SNOMEDCT:725431001	Autosomal recessive mendelian susceptibility to mycobacterial disease due to partial interferon gamma receptor 1 deficiency (disorder)	20240301	Autosomal recessive mendelian susceptibility to mycobacterial disease due to partial interferon gamma receptor 1 deficiency	Autosomal recessive mendelian susceptibility to mycobacterial disease due to partial IFNgammaR1 deficiency	ORPHA:319569
disorder	http://snomed.info/sct	SNOMEDCT:725432008	Autosomal recessive mendelian susceptibility to mycobacterial disease due to partial interferon gamma receptor 2 deficiency (disorder)	20240301	Autosomal recessive mendelian susceptibility to mycobacterial disease due to partial interferon gamma receptor 2 deficiency	Autosomal recessive mendelian susceptibility to mycobacterial disease due to partial IFNgammaR2 deficiency	ORPHA:319574
disorder	http://snomed.info/sct	SNOMEDCT:725433003	Autosomal recessive cerebellar ataxia Beauce type (disorder)	20240301	Autosomal recessive cerebellar ataxia Beauce type	ARCA1 - autosomal recessive cerebellar ataxia type 1	ORPHA:88644
disorder	http://snomed.info/sct	SNOMEDCT:725434009	Autosomal recessive faciodigitogenital syndrome (disorder)	20240301	Autosomal recessive facio-digito-genital syndrome	Autosomal recessive faciodigitogenital syndrome	ORPHA:1974
disorder	http://snomed.info/sct	SNOMEDCT:725461009	Microcephalic osteodysplastic primordial dwarfism types I and III (disorder)	20240301	Microcephalic osteodysplastic primordial dwarfism types I and III	Taybi Linder syndrome	ORPHA:2636
disorder	http://snomed.info/sct	SNOMEDCT:725462002	Congenital central hypothyroidism due to thyrotropin-releasing hormone receptor deficiency (disorder)	20240301	Congenital central hypothyroidism due to thyrotropin-releasing hormone receptor deficiency	TRH (thyrotropin-releasing hormone) resistance syndrome	ORPHA:99832
